titles,genre,developers,publishers
Hasbro Family Game Night 4: The Game Show,Board Game,EA Salt Lake,Electronic Arts
Hasbro Family Game Night: Battleship,Board Game,EA Bright Light,Electronic Arts
Hasbro Family Game Night: Boggle,Board Game,EA Bright Light,Electronic Arts
Hasbro Family Game Night: Connect Four,Board Game,EA Bright Light,Electronic Arts
Hasbro Family Game Night: Scrabble,Board Game,EA Bright Light,Electronic Arts
Hasbro Family Game Night: Sorry!,Board Game,EA Bright Light,Electronic Arts
Hasbro Family Game Night: Sorry! Sliders,Board Game,EA Bright Light,Electronic Arts
Hasbro Family Game Night: Yahtzee,Board Game,EA Bright Light,Electronic Arts
Haunt,Kinect,NanaOn-Sha,Xbox Game Studios
Haunted House,Action & Adventure,ImaginEngine,Atari
Heavy Fire: Shattered Spear,Rail Shooter,Teyon,Mastiff
Heavy Weapon,Action & Adventure,PopCap Games,Xbox Game Studios
Hell Yeah! Wrath of the Dead Rabbit,Action & Adventure,Arkedo Studio,Sega
Hellboy: The Science of Evil,Action,Krome Studios,Konami
Heroes Over Europe,Combat flight simulation game,Transmission Games,Ubisoft
Hexic 2,Puzzle & Trivia,Carbonated Games,Xbox Game Studios
Hexic HD,Puzzle & Trivia,Carbonated Games,Xbox Game Studios
Hexodius,Shooter,Brain Slap Studio,Bandai Namco Entertainment
High School Musical 3: Senior Year Dance,Music,Page 44 Studios,Disney Interactive Studios
History – Civil War: Secret Missions,"First-person shooter, Stealth",Cauldron,Activision Value
Hitman HD Trilogy,Stealth,IO Interactive,Square Enix
Hitman: Absolution,Stealth,IO Interactive,Square Enix
Hitman: Blood Money,Stealththird-person shooterFirst-person shooter,IO Interactive,Eidos Interactive
Hitman: Sniper Challenge,Action,Io Interactive,Square Enix
Hole in the Wall,Kinect,Ludia,Xbox Game Studios
Hole in the Wall: Deluxe Edition,Party Game,Ludia,Xbox Game Studios
Home Run Stars,Kinect,Smoking Gun Interactive,Xbox Game Studios
Homefront,First-person shooter,Kaos Studios,THQ
Hot Wheels World's Best Driver,"Racing, Vehicular Combat",Firebrand Games,Warner Brothers Interactive
Hot Wheels: Beat That!,"Racing, Vehicular Combat",Eutechnyx,Activision
Hour of Victory,First-person shooter,nFusion,Midway Games
How to Survive,Action & Adventure,EKO Software,505 Games
How to Train Your Dragon,Action-adventure,Étranges Libellules,Activision
How to Train Your Dragon 2,Action-adventure,Little Orbit,Torus Games
Hulk Hogan's Main Event,,Panic Button,"Majesco Entertainment, 505 Games"
Hunted: The Demon's Forge,Action,InXile Entertainment,Bethesda Softworks
Hunter's Trophy 2: America,Shooter,Kylotonn Entertainment,Bigben Interactive
Hunter's Trophy 2: Australia,Shooter,Kylotonn Entertainment,Bigben Interactive
Hunter's Trophy 2: Europa,Shooter,Kylotonn Entertainment,Bigben Interactive
Hybrid,Shooter,5th Cell,Xbox Game Studios
Hydro Thunder Hurricane,Racing & Flying,Vector Unit,Xbox Game Studios
Hydrophobia,Action & Adventure,Dark Energy Digital,Xbox Game Studios
I Am Alive,Action & Adventure,Ubisoft Shanghai,Ubisoft
Ice Age: Continental Drift - Arctic Games,,Behaviour Interactive,Activision
Ice Age: Dawn of the Dinosaurs,Platform,Eurocom,Activision
IHF Handball Challenge 14,Sports,Neutron Games,Bigben Interactive
Ikaruga,Shooter,Treasure,Xbox Game Studios
IL-2 Sturmovik: Birds of Prey,Combat flight simulation game,Gaijin Entertainment,1C Company
Ilomilo,Puzzle & Trivia,Southend Interactive,Xbox Game Studios
Import Tuner Challenge[note 26],Racing,Genki,Ubisoft
Indianapolis 500 Evolution,Racing,Brain in a Jar,Destineer
Infernal: Hell's Vengeance,"Third-person Shooter, Action-adventure",Metropolis Software,Playlogic
Inferno Pool,Sports & Recreation,Dark Energy Digital,Koch Media
Infinite Undiscovery,Action Role-playing,tri-Ace,Xbox Game Studios
Injustice: Gods Among Us,Fighting,NetherRealm Studios,Warner Bros. Interactive Entertainment
Insanely Twisted Shadow Planet,Action & Adventure,Shadow Planet Productions (Fuelcell Games/Gagne International),Xbox Game Studios
Instant Brain,Visual novel,CAVE,CAVE
Intel Discovered,Kinect,Wahoo Studios,Xbox Game Studios
International Cricket 2010,Sports,Trickstar Games,Codemasters
Interpol: The Trail of Dr. Chaos,Puzzle & Trivia,TikGames,Xbox Game Studios
Inversion,Third-person Shooter,Saber Interactive,Namco Bandai Games
Invincible Tiger: The Legend of Han Tao,Action & Adventure,Blitz Arcade,Bandai Namco Entertainment
Ion Assault,Action & Adventure,Coreplay,Black Inc.
Iron Brigade,Shooter,Double Fine Productions,Xbox Game Studios
Iron Man,Action,Secret Level,Sega
Iron Man 2,Action-adventure,Sega Studio USA,Sega
Iron Sky: Invasion,Space simulation,Reality Pump,TopWare Interactive
Islands of Wakfu,Role Playing,Ankama Games,Xbox Game Studios
JAM Live Music Arcade,Puzzle & Trivia,Zivix,505 Games
James Bond 007: Blood Stone,Third-person shooter,Bizarre Creations,Activision
James Cameron's Avatar: The Game,"Third-person Shooter, Action-adventure",Ubisoft Montreal,"Ubisoft, Lightstorm Entertainment, 20th Century Fox Games"
Janline,Card & Board,Recom,Recom
JASF: Jane's Advanced Strike Fighters,Combat flight simulation game,Trickstar Games,Maximum Family Games
Jeopardy!: America's Favorite Quiz Show,Trivia,Pipeworks Software,THQ
Jeremy McGrath's Offroad,Racing & Flying,2XL Games,D3 Publisher
Jet Car Stunts,Racing & Flying,Grip Digital,bitComposer Interactive
Jet Set Radio,Action & Adventure,Smilebit,Sega
Jetpac Refuelled,Classics,Rare,Xbox Game Studios
Jewel Quest,Puzzle & Trivia,iWin Games/CTXM,Xbox Game Studios
Jillian Michaels' Fitness Adventure,,n-Space,"Majesco Entertainment, 505 Games"
Jimmie Johnson's Anything with an Engine,Racing,Isopod Labs,Autumn Games
Joe Danger 1Joe Danger: Special Edition,Racing & Flying,Hello Games,Xbox Game Studios
Joe Danger 2Joe Danger 2: The Movie,Racing & Flying,Hello Games,Xbox Game Studios
JoJo's Bizarre Adventure HD Ver.,Fighting,Capcom,Capcom
Jonah Lomu Rugby Challenge,Rugby,Tru Blu Games,Tru Blu Games
Joust,Classics,Midway Games/Digital Eclipse,Midway Games
Joy Ride Turbo,Racing & Flying,BigPark,Xbox Game Studios
Juiced 2: Hot Import Nights[note 27],Racing,Juice Games,THQ
Juju,Platformer,Flying Wild Hog,THQ Nordic
Jumper: Griffin's Story,Action,Brash Entertainment,Warner Bros. Interactive Entertainment
Jurassic Park: The Game,Graphic adventure,Telltale Games,Telltale Games
Jurassic: The Hunted,First-person shooter,Cauldron,Activision
Just Cause,"Third-person Shooter, Action-adventure, Open World",Avalanche Studios,Eidos Interactive
Just Cause 2,"Third-person Shooter, Action-adventure, Open World",Avalanche Studios,Eidos Interactive
Just Dance 2014,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 2015,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 2016,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 2017,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 2018,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 2019,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 3,Rhythm,Ubisoft Paris,Ubisoft
Just Dance 4,Rhythm,Ubisoft Paris,Ubisoft
Just Dance Kids 2,Rhythm,AiLive,Ubisoft
Just Dance Kids 2014,Rhythm,AiLive,Ubisoft
Just Dance: Disney Party,Rhythm,Ubisoft Paris,Ubisoft
Just Dance: Disney Party 2,Rhythm,Ubisoft Paris,Ubisoft
Just Dance: Greatest Hits,Rhythm,Ubisoft Paris,Ubisoft
Kameo: Elements of Power,Action-adventure,Rare,Xbox Game Studios
Kane & Lynch 2: Dog Days,Third-person Shooter,IO Interactive,Eidos Interactive
Kane & Lynch: Dead Men,Third-person Shooter,IO Interactive,Eidos Interactive
Karaoke,Music,iNiS,Xbox Game Studios
Karaoke Revolution,Music,Blitz Games,Konami
Karaoke Revolution Glee: Volume 3,Music,Blitz Games,Konami
Karaoke Revolution Presents: American Idol Encore,Music,Blitz Games,Konami
Karaoke Revolution Presents: American Idol Encore 2,Music,Blitz Games,Konami
Karateka,Fighting,Liquid Entertainment,D3 Publisher
Kengo: Legend of the 9,Fighting,Genki,Majesco Entertainment
Ketsui: Kizuna Jigoku Tachi EXTRA,Bullet Hell,Cave,5pb.
Kick-Ass 2,"Action, Beat 'em up",Freedom Factory,UIG Entertainment
Killer is Dead,"Action, Hack & slash",Grasshopper Manufacture,"Xseed GamesNA, Deep SilverPAL EU, Kadokawa GamesJP"
Kinect Adventures,Kinect,Good Science Studio,Xbox Game Studios
Kinect Disneyland Adventures,Kinect,Frontier Developments,Xbox Game Studios
Kinect Fun Labs,Kinect,Good Science Studio,Xbox Game Studios
Kinect Joy Ride,Kinect,BigPark,Xbox Game Studios
Kinect Nat Geo TV,Kinect,Relentless Software,Xbox Game Studios
Kinect Party,Kinect,Double Fine Productions,Xbox Game Studios
Kinect Playfit,Kinect,Double Fine Productions,Xbox Game Studios
Kinect Rush: A Disney-Pixar Adventure,,Asobo Studios,"Xbox Game Studios, Disney Interactive Studios"
Kinect Sesame Street TV,,Xbox Game Studios - Soho Productions,Xbox Game Studios
Kinect Sports,,Rare,Xbox Game Studios
Kinect Sports: Season Two,,RareBigPark,Xbox Game Studios
Kinect Sports Gems: 10 Frame Bowling,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: 3 Point Contest,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Boxing Fight,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Darts vs. Zombies,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Field Goal Contest,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Penalty Saver,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Ping Pong,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Prize Driver,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Reaction Rally,Kinect,Rare,Xbox Game Studios
Kinect Sports Gems: Ski Race,Kinect,Rare,Xbox Game Studios
Kinect Star Wars,,Terminal RealityLucasArts,Xbox Game Studios
Kinectimals,,Frontier Developments,Xbox Game Studios
Kinectimals: Now with Bears!,,Frontier Developments,Xbox Game Studios
"King of Fighters 2002, TheThe King of Fighters 2002: Unlimited Match",Classics,SNK,SNK
"King of Fighters 98, TheThe King of Fighters '98 Ultimate Match",Classics,SNK,SNK
"Kingdom for Keflings, AA Kingdom for Keflings",Strategy & Simulation,NinjaBee,Xbox Game Studios
Kingdom Under Fire: Circle of Doom,Action Role-playing,Blueside,Xbox Game Studios
Kingdoms of Amalur: Reckoning,"Action Role-playing, Open World","38 Studios, Big Huge Games",Electronic Arts
King's Quest: The Complete Collection,Point and Click,Sierra,Sierra Studios
Knights Contract,Action-adventure,Game Republic,Namco Bandai Games
KOF Sky Stage,Shooter,Moss,SNK
Konami Classics Vol. 1,Compilation,Konami,Konami
Konami Classics Vol. 2,Compilation,Konami,Konami
KrissX,Puzzle & Trivia,Regolith Games,Konami
Kung Fu High Impact,,Virtual Air Guitar,"Ignition Entertainment, Black Bean Games"
Kung Fu Panda,Action-adventureplatformer,Luxoflux,Activision
Kung Fu Panda 2,Action-adventure,Griptonite Games,THQ
Kung Fu Panda: Showdown of Legendary Legends,Action-adventure,Vicious Cycle Software,Little Orbit
Kung Fu Strike: The Warrior's Rise,Fighting,QOOCsoft,7sixty
L.A. Noire,"Third-person Shooter, Action-adventure, Open World",Team Bondi,Rockstar Games
Lara Croft and the Guardian of Light,Action & Adventure,Crystal Dynamics,Square Enix Europe
Lazy Raiders,Action & Adventure,Sarbakan,Xbox Game Studios
Leedmees,Kinect,Konami,Konami
Left 4 Dead,"First-person shooter, Survival Horror",Valve,Electronic Arts
Left 4 Dead 2,"First-person shooter, Survival Horror",Valve,Electronic Arts
Legend of Kay Anniversary,"Action-adventure, Platformer",Neon Studios,Nordic Games
"Legend of Korra, TheThe Legend of Korra",Action & Adventure,PlatinumGames,Activision
Legend of the Guardians: The Owls of Ga'Hoole,Combat flight simulation game,Krome Studios,Warner Bros. Interactive
Legendary,First-person shooter,Spark Unlimited,Gamecock Media Group
Legends of War,First-person shooter,"Enigma Software Productions, Slitherine Strategies",Maximum Games
Lego Batman 2: DC Super Heroes,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Batman 3: Beyond Gotham,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Batman: The Videogame,Action-adventure,Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Dimensions,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Harry Potter: Years 1–4,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Harry Potter: Years 5–7,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Indiana Jones 2: The Adventure Continues,"Action-adventure, platformer",Traveller's Tales,LucasArts
Lego Indiana Jones: The Original Adventures,"Action-adventure, platformer",Traveller's Tales,LucasArts
Lego Jurassic World,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Marvel Super Heroes,"Action-adventure, platformer",TT Games,Warner Bros. Interactive Entertainment
Lego Marvel's Avengers,"Action-adventure, platformer",TT Games,Warner Bros. Interactive Entertainment
Lego Pirates of the Caribbean: The Video Game,"Action-adventure, platformer",Traveller's Tales,Disney Interactive Studios
Lego Rock Band,Music,"Harmonix Music Systems, Traveller's Tales","Warner Bros. Interactive Entertainment, MTV Games"
Lego Star Wars II: The Original Trilogy,"Action-adventure, platformer",Traveller's Tales,LucasArts
Lego Star Wars III: The Clone Wars,"Action-adventure, platformer",Traveller's Tales,LucasArts
Lego Star Wars: The Complete Saga,"Action-adventure, platformer",Traveller's Tales,LucasArts
Lego Star Wars: The Force Awakens,"Action-adventure, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Lego The Hobbit,"Action-adventure, Action role-playing, platformer",Traveller's Tales,"Warner Bros. Interactive Entertainment, MGM Interactive"
Lego The Lord of the Rings,"Action-adventure, Action role-playing, platformer",Traveller's Tales,Warner Bros. Interactive Entertainment
Leisure Suit Larry: Box Office Bust,Adventure,Team17,Sierra Entertainment
Let's Cheer,,Cat Daddy Games,2K Play
Let's Dance with Mel B,,Lightning Fish,Black Bean Games
Let's Sing and Dance,Music,Voxler Games,Deep Silver
Life Is Strange,Action & Adventure,Dontnod Entertainment,Square Enix
Lightning Returns: Final Fantasy XIII,Role-playing,Square Enix,Square Enix
Limbo,Puzzle & Trivia,Playdead,Xbox Game Studios
Lips,Music,iNiS,Xbox Game Studios
Lips: Canta en Español,Music,iNiS,Xbox Game Studios
Lips: I Love the 80's,Music,iNiS,Xbox Game Studios
Lips: Number One Hits,Music,iNiS,Xbox Game Studios
Lips: Party Classics,Music,iNiS,Xbox Game Studios
Lips: Deutsche Partyknaller,Music,iNiS,Xbox Game Studios
Little League World Series Baseball 2010,Sports,Now Production,Activision
LMA Manager 2007,Sports Management,Codemasters,Codemasters
LocoCycle,Racing & Flying,Twisted Pixel Games,Xbox Game Studios
Lode Runner,Classics,Southend Interactive/Tozai Games,Xbox Game Studios
Lollipop Chainsaw,Hack and slash,Grasshopper Manufacture,Warner Bros. Interactive Entertainment
London 2012: The Official Video Game,"Sports, (Olympic)",Sega Studios Australia,Sega
Looney Tunes: Acme Arsenal,Action-adventure,Redtribe,Warner Bros. Interactive Entertainment
Lost Cities,Card & Board,Sierra Entertainment,Sierra Entertainment
Lost Odyssey,Role-playing,Mistwalker,Xbox Game Studios
Lost Planet 2,Third-person Shooter,Capcom,Capcom
Lost Planet 3,Third-person Shooter,Spark Unlimited,Capcom
Lost Planet: Extreme Condition,Third-person Shooter,Capcom,Capcom
Lost Planet: Extreme Condition Colonies Edition,"Third-person Shooter, Expansion",Capcom,Capcom
Lost: Via Domus,Action-adventure,Ubisoft Montreal,Ubisoft
Love Football,Sports,Namco Bandai Games,Namco Bandai Games
Love Tore: Bitter (a.k.a. ラブ*トレ/ Love*Tra),Visual novel,Boost On,Booost On
Love Tore: Chocolate (Love Tore Trilogy Set) (a.k.a. ラブ*トレ/ Love*Tra),Visual novel,Boost On,Booost On
Love Tore: Mint (a.k.a. ラブ*トレ/ Love*Tra),Visual novel,Boost On,Booost On
Love Tore: Sweet (a.k.a. ラブ*トレ/ Love*Tra),Visual novel,Boost On,Booost On
Lucha Fury,Fighting,Punchers Impact,Coktel
Lucha Libre AAA 2010: Héroes del Ring,Sports,Immersion Software,Sabarasa Studios
Lucidity,Action & Adventure,LucasArts,Disney Interactive Studios
Lumines Live!,Puzzle & Trivia,Q Entertainment,Xbox Game Studios
Luxor 2,Puzzle & Trivia,MumboJumbo,Xbox Game Studios
Machi-ing Maker 4,Puzzle Game,D3Publisher,D3Publisher
Mad Riders,Racing & Flying,Techland,Ubisoft
Mad Tracks,Racing & Flying,Load,Xbox Game Studios
Madagascar 3: The Video Game,"Action-adventure, Platformer",Monkey Bar Games,D3 Publisher
Madagascar Kartz,Racing,Sidhe Interactive,Activision
Madagascar: Escape 2 Africa,Action,Papaya Studio,Activision
Madballs in Babo: Invasion,Shooter,Playbrains,Xbox Game Studios
Madden NFL 06,Sports,EA Tiburon,EA Sports
Madden NFL 07,Sports,EA Tiburon,EA Sports
Madden NFL 08,Sports,EA Tiburon,EA Sports
Madden NFL 09,Sports,EA Tiburon,EA Sports
Madden NFL 10,Sports,EA Tiburon,EA Sports
Madden NFL Arcade,Sports & Recreation,EA Tiburon,Electronic Arts
Madden NFL 11,Sports,EA Tiburon,EA Sports
Madden NFL 12,Sports,EA Tiburon,EA Sports
Madden NFL 13,Sports,EA Tiburon,EA Sports
Madden NFL 15,Sports,EA Tiburon,EA Sports
Madden NFL 16,Sports,EA Tiburon,EA Sports
Madden NFL 17,Sports,EA Tiburon,EA Sports
Madden NFL 25,Sports,EA Tiburon,EA Sports
Mafia II,"Third-person Shooter, Action-adventure",2K Czech,2K Games
Magic 2009Magic: The Gathering – Duels of the Planeswalkers,Card & Board,Stainless Games,Wizards of the Coast
Magic: The Gathering 2012,Card & Board,Stainless Games,Wizards of the Coast
Magic: The Gathering 2013,Card & Board,Stainless Games,Wizards of the Coast
Magic: The Gathering 2014,Card & Board,Stainless Games,Wizards of the Coast
Magic: The Gathering 2015,Card & Board,Stainless Games,Wizards of the Coast
MagnaCarta II,RPG,Softmax,Banpresto
Magrunner: Dark Pulse,Action & Adventure,Frogwares,Focus Home Interactive
Mahjong * Dream C Club,Puzzle Game,D3Publisher,D3Publisher
Maji-Ten: Maji de Tenshi o Tsukutte Mita,Visual novel,Idea Factory,Idea Factory
Majin and the Forsaken Kingdom,"Action-adventure, Puzzle, Platformer",Game Republic,Namco Bandai Games
Major League Baseball 2K10,Sports,Visual Concepts,2K Sports
Major League Baseball 2K11,Sports,Visual Concepts,2K Sports
Major League Baseball 2K12,Sports,Visual Concepts,2K Sports
Major League Baseball 2K13,Sports,Visual Concepts,2K Sports
Major League Baseball 2K6,Sports,Visual Concepts,2K Sports
Major League Baseball 2K7,Sports,Kush Games,2K Sports
Major League Baseball 2K8,Sports,Kush Games,2K Sports
Major League Baseball 2K9,Sports,Visual Concepts,2K Sports
Mamoru-kun wa Norowarete Shimatta!,Scrolling Shooter,Crave Games,Discovery Channel
Man Vs. Wild With Bear Grylls,Adventure,G.rev,G.rev
Marathon: Durandal,Action & Adventure,Freeverse,Xbox Game Studios
Marble Blast Ultra,Action & Adventure,GarageGames,Xbox Game Studios
Mark of the Ninja,Action & Adventure,Klei Entertainment,Xbox Game Studios
Marlow Briggs and the Mask of Death,Action & Adventure,ZootFly,505 Games
Mars: War Logs,Role Playing,Spiders,Focus Home Interactive
Marvel Avengers: Battle for Earth,,Ubisoft Quebec,Ubisoft
Marvel Puzzle Quest: Dark Reign,Puzzle & Trivia,WayForward Technologies,D3 Publisher
uDraw Marvel Super Hero Squad: Comic Combat,Fighting,Griptonite Games,THQ
Marvel Super Hero Squad: The Infinity Gauntlet,Beat 'em Up,Griptonite Games,THQ
Marvel vs. Capcom 2: New Age of Heroes,Classics,Capcom/Backbone Entertainment,Capcom
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,Capcom,Capcom
Marvel vs. Capcom Origins,Fighting,Capcom/Iron Galaxy,Capcom
Marvel: Ultimate Alliance,Action RPG,Raven Software,Activision
Marvel: Ultimate Alliance 2,Action RPG,Raven Software,Activision
Masquerade: The Baubles of Doom,Action & Adventure,Big Ant Studios,Home Entertainment Suppliers
Mass Effect,Action RPG,BioWare,Xbox Game Studios
Mass Effect 2,Action RPG,BioWare,Electronic Arts
Mass Effect 3,Action RPG,BioWare,Electronic Arts
Matt Hazard: Blood Bath and Beyond,Action & Adventure,Vicious Cycle Software,D3 Publisher
"Maw, TheThe Maw",Action & Adventure,Twisted Pixel Games,Xbox Game Studios
Max Payne 3,Third-person Shooter,Rockstar Vancouver,Rockstar Games
Max: The Curse of Brotherhood,Action & Adventure,Press Play,Xbox Game Studios
Mayhem 3D,Racing,Left Field Productions,Rombax Games
Medal of Honor,First-person Shooter,Danger Close Games,Electronic Arts
Medal of Honor: Airborne,First-person Shooter,EA Los Angeles,Electronic Arts
Medal of Honor: Warfighter,First-person Shooter,Danger Close Games,Electronic Arts
Meet the Robinsons,"Action-adventure, Platformer",Avalanche Software,Disney Interactive Studios
Mega Man 09Mega Man 9,Action & Adventure,Inti Creates/Capcom,Capcom
Mega Man 10Mega Man 10,Action & Adventure,Inti Creates/Capcom,Capcom
Megamind: Ultimate Showdown,Action,THQ,THQ
Meikyuu Cross Blood: Reloaded,Action & Adventure,Kadokawa,Kadokawa
Memories Off 6: Next Relation,Visual novel,5pb.,5pb.
Memories Off 6: T-wave,Visual novel,5pb.,5pb.
Memories Off: Yubikiri no Kioku,Visual novel,5pb.,5pb.
Mercenaries 2: World in Flames,"Third-person Shooter, Open World",Pandemic Studios,Electronic Arts
Mercury Hg,Puzzle & Trivia,Eiconic Games,UTV Ignition Entertainment
Merv Griffin's Crosswords,Family & Educational,Pipeworks Software,THQ
Metal Gear Rising: Revengeance,"Hack & Slash, Action",Kojima Productions,Konami
Metal Gear Solid HD Collection,"Third-person Shooter, Stealth, Action",Kojima Productions,Konami
Metal Gear Solid V: Ground Zeroes,"Stealth, Action",Kojima Productions,Konami
Metal Gear Solid V: The Phantom Pain,"Stealth, Action",Kojima Productions,Konami
Metal Gear Solid: Peace Walker HD Edition,"Action-adventure, Stealth",Kojima Productions,Konami
Metal Slug 3,Classics,SNK,SNK
Metal Slug XX,Classics,SNK,SNK
Meteos Wars,Puzzle & Trivia,Q Entertainment,Q Entertainment
Metro 2033,"Survival Horror, First-person Shooter",4A Games,THQ
Metro: Last Light,"Survival Horror, First-person Shooter",4A Games,Deep Silver
MIB: Alien Crisis,Action-adventure,Fun Labs,Activision
Michael Jackson: The Experience,,Ubisoft Montreal,"Ubisoft, Triumph International"
Michael Phelps: Push The Limit,,Blitz Games Studios,505 Games
MicroBot,Shooter,Naked Sky Entertainment,Electronic Arts
Middle-earth: Shadow of Mordor,Action role-playing game,Monolith Productions,Warner Bros. Interactive Entertainment
Midnight Club: Los Angeles,Racing,Rockstar San Diego,Rockstar Games
Midway Arcade Origins,Compilation,Backbone Entertainment,Warner Bros.
Might & Magic: Clash of Heroes HD,Role Playing,Capybara Games,Ubisoft
Might & Magic: Duel of Champions - Forgotten Wars,Strategy & Simulation,Ubisoft,Ubisoft
Mighty No. 9Mighty No. 9,Action & Adventure,Comcept/Inti Creates,Deep Silver
Military Madness: Nectaris,Turn-based Strategy,Backbone Entertainment,Hudson Soft
MindJack,Third-person Shooter,feelplus,Square Enix
Minecraft: Story Mode,Graphic adventure & interactive movie,Telltale Games,Telltale Games
Minecraft: Story Mode Season Two,Graphic adventure & interactive movie,Telltale Games,Telltale Games
Minecraft: Xbox 360 Edition,Sandbox,4J Studios,Xbox Game Studios
Minesweeper Flags,Puzzle & Trivia,TikGames,Xbox Game Studios
Mini Ninjas,Action-adventure,IO Interactive,Eidos Interactive
Mini Ninjas Adventures,Kinect,Side Kick LTD,Square Enix
Minute To Win It,,,Zoo Games
Mirror's Edge,"Action-adventure, Platform,",Digital Illusions CE,Electronic Arts
"Misadventures of P.B. Winterbottom, TheThe Misadventures of P.B. Winterbottom",Puzzle & Trivia,The Odd Gentlemen,2K Play
Missile Command,Classics,Stainless Games/Atari,Atari
MLB Bobblehead Battle,Sports & Recreation,Konami,Konami
MLB Bobblehead Pros,Sports & Recreation,Konami,Konami
MLB Front Office Manager,Sports Management,Blue Castle Games,2k Sports
MLB Stickball,Sports & Recreation,Gaia Industries,2K Sports
Moe Moe 2-Ji Daisenryaku Ultra Deluxe,Shooter,SystemSoft,SystemSoft
Mobile Ops: The One Year War,First-person shooterthird-person shooter,Dimps,Namco Bandai Games
Momotarou Dentetsu 16 Gold,Board Game,Hudson Soft,Hudson Soft
Monaco: What's Yours Is Mine,Action & Adventure,Pocketwatch Games,Majesco Entertainment
Monday Night Combat,Shooter,Uber Entertainment,Xbox Game Studios
Monkey Island 2: LeChuck's Revenge,Classics,LucasArts,Disney Interactive Studios
Monopoly,Board game,EA Bright Light,Electronic Arts
Monopoly Deal,Card & Board,Asobo Studio,Ubisoft
Monopoly Plus,Card & Board,Asobo Studio,Ubisoft
Monopoly Streets,Board game,Electronic Arts,Electronic Arts
Monster High: New Ghoul in School,Adventure,Little Orbit,Little Orbit
Monster Hunter Frontier,Action role-playing,Capcom,Xbox Game Studios
Monster Hunter Frontier G1,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G2,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G3,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G5,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G6,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G7,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G8,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G9,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier G10,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier GG,"Action role-playing, Expansion",Capcom,Capcom
Monster Hunter Frontier Z,"Action role-playing, Expansion",Capcom,Capcom
Monster Jam,Racing,Torus Games,Activision
Monster Jam Battlegrounds,Racing & Flying,Team 6,GameMill Entertainment
Monster Jam: Path of Destruction,Racing,Virtuos,Activision
Monster Madness: Battle for Suburbia,"Shoot 'em up, Action-adventure",Artificial Studios,SouthPeak Games
Monsters vs. Aliens,"Action-adventure, platformer",Activision,Activision
Moon Diver,Action & Adventure,Feelplus,Square Enix
MorphX,"Action-adventure, Third-person shooter","Buka Entertainment, Targem Games",505 Games
Mortal Kombat,Fighting,NetherRealm Studios,Warner Bros. Interactive Entertainment
Mortal Kombat Arcade Kollection,Classics,Other Ocean InteractiveNetherRealm Studios,Warner Bros. Interactive Entertainment
Mortal Kombat vs. DC Universe,Fighting,Midway Games,Midway Games
Motion Explosion,Party,Artech Studios,Majesco Entertainment
MotionSports,,Ubisoft Milan,Ubisoft
MotionSports Adrenaline,,Longtail Studios,Ubisoft
Motocross Madness,Racing & Flying,Bongfish,Xbox Game Studios
MotoGP '06,Racing,Black Rock Studio,THQ
MotoGP '07,Racing,Black Rock Studio,THQ
MotoGP '08,Racing,Milestone,Capcom
MotoGP 09/10,Racing,Monumental Games,Capcom
MotoGP 10/11,Racing,Monumental Games,Capcom
MotoGP 13,Racing,Milestone,Milestone
MotoGP 14,Racing,Milestone,Namco Bandai Games
MotoGP 15,Racing,Milestone,Namco Bandai Games
